iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Phylum,observationId,Latitude,Longitude,Date observed,Recorded by,Community
Nereocystis luetkeana,120499,Nereocystis luetkeana,Ochrophyta,iNat:164355670,48.942847,-123.51043,2023-05-27 22:50:40,,Marine
Nucella lamellosa,117641,Nucella lamellosa,Mollusca,iNat:164355943,48.943078,-123.510413,2023-05-27 22:52:17,,Marine
Lottia persona,339143,Lottia persona,Mollusca,iNat:164355977,48.942888,-123.510575,2023-05-27 22:45:25,,Marine
Rubus ursinus,53445,Rubus ursinus,Tracheophyta,iNat:164356089,48.942837,-123.510612,2023-05-27 22:43:32,,Marine
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:164356242,48.942828,-123.510505,2023-05-27 22:40:10,,Marine
Anthopleura elegantissima,52564,Anthopleura elegantissima,Cnidaria,iNat:164356342,48.942928,-123.510605,2023-05-27 22:36:17,,Marine
Clinocardium nuttallii,69925,Clinocardium nuttallii,Mollusca,iNat:164356482,48.943162,-123.510162,2023-05-27 22:24:46,,Marine
Leathesia marina,502380,Leathesia marina,Ochrophyta,iNat:164356586,48.943292,-123.510155,2023-05-27 22:21:48,,Marine
Nereocystis luetkeana,120499,Nereocystis luetkeana,Ochrophyta,iNat:164356604,48.943287,-123.509972,2023-05-27 22:21:03,,Marine
Hemigrapsus oregonensis,69170,Hemigrapsus oregonensis,Arthropoda,iNat:164356750,48.943145,-123.508828,2023-05-27 22:05:54,,Marine
Anthopleura elegantissima,52564,Anthopleura elegantissima,Cnidaria,iNat:164356843,48.9431,-123.508805,2023-05-27 22:03:15,,Marine
Balanus glandula,81610,Balanus glandula,Arthropoda,iNat:164356903,48.943162,-123.508812,2023-05-27 22:01:28,,Marine
Littorina scutulata,69995,Littorina scutulata,Mollusca,iNat:164356952,48.943162,-123.508713,2023-05-27 22:00:12,,Marine
Pisaster ochraceus,49699,Pisaster ochraceus,Echinodermata,iNat:164357053,48.942937,-123.508055,2023-05-27 21:36:28,,Marine
Pisaster ochraceus,49699,Pisaster ochraceus,Echinodermata,iNat:164357345,48.942938,-123.508087,2023-05-27 21:44:10,,Marine
Nucella lamellosa,117641,Nucella lamellosa,Mollusca,iNat:164357422,48.943,-123.509,2023-05-27 21:17:44,,Marine
Leathesia marina,502380,Leathesia marina,Ochrophyta,iNat:164357473,48.943112,-123.508613,2023-05-27 21:09:05,,Marine
Hemigrapsus nudus,48342,Hemigrapsus nudus,Arthropoda,iNat:164357539,48.943058,-123.508562,2023-05-27 21:08:26,,Marine
Lottia pelta,63243,Lottia pelta,Mollusca,iNat:164357775,48.94318,-123.508888,2023-05-27 20:49:15,,Marine
Fucus distichus,69155,Fucus distichus,Ochrophyta,iNat:164357920,48.943088,-123.50878,2023-05-27 20:50:13,,Marine
Magallana gigas,605992,Magallana gigas,Mollusca,iNat:164358305,48.94322,-123.508942,2023-05-27 20:51:32,,Marine
Cycloneda polita,55492,Cycloneda polita,Arthropoda,iNat:164358324,48.9432,-123.514,2023-05-27 22:15:00,,Anthropogenic
Hemigrapsus oregonensis,69170,Hemigrapsus oregonensis,Arthropoda,iNat:164358470,48.943163,-123.50892,2023-05-27 20:48:11,,Marine
Cymatogaster aggregata,98855,Cymatogaster aggregata,Chordata,iNat:164358518,48.943255,-123.509138,2023-05-27 20:41:08,,Marine
Anthopleura elegantissima,52564,Anthopleura elegantissima,Cnidaria,iNat:164358577,48.943245,-123.509195,2023-05-27 20:31:41,,Marine
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:164360716,48.9432,-123.514,2023-05-26 20:16:00,,Anthropogenic
Erynnis propertius,59187,Erynnis propertius,Arthropoda,iNat:164361083,48.9432,-123.514,2023-05-26 20:20:00,,Anthropogenic
Bombus melanopygus,130222,Bombus melanopygus,Arthropoda,iNat:164361616,48.9432,-123.514,2023-05-26 20:21:00,,Anthropogenic
Goodyera oblongifolia,50719,Goodyera oblongifolia,Tracheophyta,iNat:164368686,48.94412,-123.508872,2023-05-27 17:13:08,,Anthropogenic
Corallorhiza maculata maculata,80614,Corallorhiza maculata,Tracheophyta,iNat:164368813,48.944003,-123.509955,2023-05-27 17:16:37,,Forests
Pentagramma triangularis,52676,Pentagramma triangularis,Tracheophyta,iNat:164368900,48.94345,-123.510392,2023-05-27 17:18:38,,Anthropogenic
Armadillidium vulgare,56083,Armadillidium vulgare,Arthropoda,iNat:164369137,48.9444,-123.509537,2023-05-27 17:26:26,,Forests
Fucus distichus,69155,Fucus distichus,Ochrophyta,iNat:164370068,48.942792,-123.510667,2023-05-27 21:23:34,,Marine
Eudistylia vancouveri,84864,Eudistylia vancouveri,Annelida,iNat:164371868,48.936935,-123.514168,2023-05-28 18:03:27,,Marine
Psyllobora vigintimaculata,118967,Psyllobora vigintimaculata,Arthropoda,iNat:164425477,48.945117,-123.516433,2023-05-27 21:06:25,Scott Gilmore,Forests
Cycloneda polita,55492,Cycloneda polita,Arthropoda,iNat:164425562,48.945105,-123.51635,2023-05-27 21:06:07,Scott Gilmore,Anthropogenic
Mulsantina picta,225295,Mulsantina picta,Arthropoda,iNat:164425585,48.945203,-123.514337,2023-05-27 20:45:39,Scott Gilmore,Forests
Graphopsocus cruciatus,200017,Graphopsocus cruciatus,Arthropoda,iNat:164425664,48.944958,-123.512838,2023-05-27 20:30:18,Scott Gilmore,Anthropogenic
Psyllobora vigintimaculata,118967,Psyllobora vigintimaculata,Arthropoda,iNat:164425713,48.944962,-123.51445,2023-05-27 20:44:38,Scott Gilmore,Anthropogenic
Alaria marginata,124814,Alaria marginata,Ochrophyta,iNat:164427035,48.939638,-123.501512,2023-05-28 16:38:06,Carolyn Prentice,Marine
Polygonia satyrus,56644,Polygonia satyrus,Arthropoda,iNat:164441994,48.9441,-123.513,2023-05-27 21:42:00,,Forests
Thamnophis elegans,28398,Thamnophis elegans,Chordata,iNat:164466776,48.943158,-123.509995,2023-05-27 14:42:41,,Marine
Hemigrapsus oregonensis,69170,Hemigrapsus oregonensis,Arthropoda,iNat:164487484,48.943267,-123.509522,2023-05-27 14:37:31,,Marine
Quercus garryana,68632,Quercus garryana,Tracheophyta,iNat:164487594,48.94342,-123.509483,2023-05-27 14:30:59,,Marine
Arbutus menziesii,51046,Arbutus menziesii,Tracheophyta,iNat:164488033,48.943108,-123.510353,2023-05-27 14:44:28,,Marine
Adenocaulon bicolor,56854,Adenocaulon bicolor,Tracheophyta,iNat:164489111,48.950083,-123.514467,2023-05-27 02:11:53,,Forests
Gaultheria shallon,48441,Gaultheria shallon,Tracheophyta,iNat:164489984,48.950113,-123.514738,2023-05-27 02:11:09,,Forests
Achlys triphylla,75263,Achlys triphylla,Tracheophyta,iNat:164495647,48.950225,-123.514947,2023-05-27 00:44:46,,Anthropogenic
Claytonia perfoliata,52994,Claytonia perfoliata,Tracheophyta,iNat:164495769,48.949742,-123.51278,2023-05-27 00:41:34,,Anthropogenic
Lophocampa argentata,84792,Lophocampa argentata,Arthropoda,iNat:164520183,48.943237,-123.513725,2023-05-28 15:34:29,,Anthropogenic
Arion,549548,Arion,Mollusca,iNat:164520380,48.945087,-123.515945,2023-05-28 04:34:06,,Anthropogenic
Thamnophis elegans,28398,Thamnophis elegans,Chordata,iNat:164520566,48.94373,-123.514755,2023-05-28 00:40:19,,Anthropogenic
Ixodes pacificus,60599,Ixodes pacificus,Arthropoda,iNat:164524406,48.94223,-123.511654,2023-05-27 23:18:46,Chris Ratzlaff,Woodlands
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:164524759,48.943597,-123.515258,2023-05-27 22:37:31,Chris Ratzlaff,Woodlands
Quercus garryana,68632,Quercus garryana,Tracheophyta,iNat:164524873,48.943597,-123.515258,2023-05-27 22:38:02,Chris Ratzlaff,Woodlands
Pentagramma triangularis,52676,Pentagramma triangularis,Tracheophyta,iNat:164524989,48.943592,-123.515133,2023-05-27 22:38:36,Chris Ratzlaff,Woodlands
Bombus sitkensis,142269,Bombus sitkensis,Arthropoda,iNat:164529555,48.9432,-123.514,2023-05-26 20:16:00,,Anthropogenic
Gaultheria shallon,48441,Gaultheria shallon,Tracheophyta,iNat:164562690,48.944272,-123.515137,2023-05-27 22:45:18,,Forests
Cardellina pusilla,145276,Cardellina pusilla,Chordata,iNat:164571585,48.945485,-123.513515,2023-05-27 14:04:00,,Forests
Urticina clandestina,898651,Urticina clandestina,Cnidaria,iNat:164589483,48.939464,-123.503756,2023-05-27 21:12:00,Dave Zeuss Cochrane,Marine
Neverita lewisii,447427,Neverita lewisii,Mollusca,iNat:164589484,48.939464,-123.503756,2023-05-27 21:13:00,Dave Zeuss Cochrane,Marine
Dendronotus iris,47706,Dendronotus iris,Mollusca,iNat:164589486,48.939464,-123.503756,2023-05-27 21:13:00,Dave Zeuss Cochrane,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,iNat:164589488,48.939464,-123.503756,2023-05-27 21:16:00,Dave Zeuss Cochrane,Marine
Tonicella lineata,47425,Tonicella lineata,Mollusca,iNat:164589491,48.939464,-123.503756,2023-05-27 21:16:00,Dave Zeuss Cochrane,Marine
Apodichthys flavidus,67408,Apodichthys flavidus,Chordata,iNat:164589492,48.939464,-123.503756,2023-05-27 21:18:00,Dave Zeuss Cochrane,Marine
Cancer productus,47826,Cancer productus,Arthropoda,iNat:164589495,48.939464,-123.503756,2023-05-27 21:19:00,Dave Zeuss Cochrane,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,iNat:164589496,48.939464,-123.503756,2023-05-27 21:19:00,Dave Zeuss Cochrane,Marine
Artedius harringtoni,117528,Artedius harringtoni,Chordata,iNat:164589500,48.939464,-123.503756,2023-05-27 21:20:00,Dave Zeuss Cochrane,Marine
Ptilosarcus gurneyi,448320,Ptilosarcus gurneyi,Cnidaria,iNat:164589501,48.939464,-123.503756,2023-05-27 21:21:00,Dave Zeuss Cochrane,Marine
Sebastes maliger,63386,Sebastes maliger,Chordata,iNat:164589504,48.939464,-123.503756,2023-05-27 21:22:00,Dave Zeuss Cochrane,Marine
Embiotoca lateralis,117555,Embiotoca lateralis,Chordata,iNat:164589505,48.939464,-123.503756,2023-05-27 21:22:00,Dave Zeuss Cochrane,Marine
Aglaja ocelligera,49842,Aglaja ocelligera,Mollusca,iNat:164589506,48.939464,-123.503756,2023-05-27 21:23:00,Dave Zeuss Cochrane,Marine
Aglaja ocelligera,49842,Aglaja ocelligera,Mollusca,iNat:164589509,48.939464,-123.503756,2023-05-27 21:23:00,Dave Zeuss Cochrane,Marine
Tonicella lineata,47425,Tonicella lineata,Mollusca,iNat:164589511,48.939464,-123.503756,2023-05-27 21:23:00,Dave Zeuss Cochrane,Marine
Aglaja ocelligera,49842,Aglaja ocelligera,Mollusca,iNat:164589512,48.939464,-123.503756,2023-05-27 21:24:00,Dave Zeuss Cochrane,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,iNat:164589516,48.939464,-123.503756,2023-05-27 21:25:00,Dave Zeuss Cochrane,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,iNat:164589517,48.939464,-123.503756,2023-05-27 21:25:00,Dave Zeuss Cochrane,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,iNat:164589518,48.939464,-123.503756,2023-05-27 21:25:00,Dave Zeuss Cochrane,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,iNat:164589524,48.939464,-123.503756,2023-05-27 21:25:00,Dave Zeuss Cochrane,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,iNat:164589527,48.939464,-123.503756,2023-05-27 21:27:00,Dave Zeuss Cochrane,Marine
Tonicella lineata,47425,Tonicella lineata,Mollusca,iNat:164589534,48.939464,-123.503756,2023-05-27 21:29:00,Dave Zeuss Cochrane,Marine
Pagurus caurinus,180026,Pagurus caurinus,Arthropoda,iNat:164589536,48.939464,-123.503756,2023-05-27 21:29:00,Dave Zeuss Cochrane,Marine
Pholis laeta,67362,Pholis laeta,Chordata,iNat:164589542,48.939464,-123.503756,2023-05-27 21:37:00,Dave Zeuss Cochrane,Marine
Sebastes caurinus,68597,Sebastes caurinus,Chordata,iNat:164589543,48.939464,-123.503756,2023-05-27 21:28:00,Dave Zeuss Cochrane,Marine
Telmessus cheiragonus,180391,Telmessus cheiragonus,Arthropoda,iNat:164589545,48.939464,-123.503756,2023-05-27 21:41:00,Dave Zeuss Cochrane,Marine
Botrylloides violaceus,81776,Botrylloides violaceus,Chordata,iNat:164666471,48.940103,-123.501305,2023-05-26 21:26:20,Carolyn Prentice,Marine
Vespula consobrina,82328,Vespula consobrina,Arthropoda,iNat:164689512,48.937683,-123.497605,2023-05-30 19:30:28,Bitty,Marine
Thamnophis ordinoides,28389,Thamnophis ordinoides,Chordata,iNat:164689973,48.938296,-123.499304,2023-05-30 20:06:13,Bitty,Anthropogenic
Turdus migratorius,12727,Turdus migratorius,Chordata,iNat:164733731,48.9387,-123.4927,2023-05-29 06:44:00,,Forests
Corvus corax,8010,Corvus corax,Chordata,iNat:164733734,48.9387,-123.4927,2023-05-26 16:04:00,,Forests
Sitta canadensis,14823,Sitta canadensis,Chordata,iNat:164733755,48.9387,-123.4927,2023-05-26 02:23:00,,Forests
Turdus migratorius,12727,Turdus migratorius,Chordata,iNat:164738086,48.9464,-123.5127,2023-05-27 22:42:00,,Anthropogenic
Pheucticus melanocephalus,10274,Pheucticus melanocephalus,Chordata,iNat:164738087,48.9464,-123.5127,2023-05-26 22:10:00,,Anthropogenic
Poecile rufescens,144820,Poecile rufescens,Chordata,iNat:164738096,48.9464,-123.5127,2023-05-27 01:56:00,,Anthropogenic
Corvus corax,8010,Corvus corax,Chordata,iNat:164738099,48.9464,-123.5127,2023-05-27 06:26:00,,Anthropogenic
Empidonax difficilis,16598,Empidonax difficilis,Chordata,iNat:164738105,48.9464,-123.5127,2023-05-27 20:27:00,,Anthropogenic
Dryocopus pileatus,17855,Dryocopus pileatus,Chordata,iNat:164738106,48.9464,-123.5127,2023-05-27 13:16:00,,Anthropogenic
Sitta canadensis,14823,Sitta canadensis,Chordata,iNat:164738107,48.9464,-123.5127,2023-05-28 14:05:00,,Anthropogenic
Catharus ustulatus,12878,Catharus ustulatus,Chordata,iNat:164738110,48.9464,-123.5127,2023-05-27 03:27:00,,Anthropogenic
Zonotrichia leucophrys,9176,Zonotrichia leucophrys,Chordata,iNat:164738117,48.9464,-123.5127,2023-05-27 22:53:00,,Anthropogenic
Turdus migratorius,12727,Turdus migratorius,Chordata,iNat:164741798,48.944,-123.515,2023-05-28 09:56:00,,Anthropogenic
Branta canadensis,7089,Branta canadensis,Chordata,iNat:164741803,48.944,-123.515,2023-05-28 11:09:00,,Anthropogenic
Corvus corax,8010,Corvus corax,Chordata,iNat:164741808,48.944,-123.515,2023-05-27 17:27:00,,Anthropogenic
Dryobates villosus,792990,Dryobates villosus,Chordata,iNat:164741815,48.944,-123.515,2023-05-28 11:55:00,,Anthropogenic
Catharus ustulatus,12878,Catharus ustulatus,Chordata,iNat:164741827,48.944,-123.515,2023-05-27 03:27:00,,Anthropogenic
Turdus migratorius,12727,Turdus migratorius,Chordata,iNat:164745149,48.944,-123.513,2023-05-27 00:29:00,,Forests
Branta canadensis,7089,Branta canadensis,Chordata,iNat:164745166,48.944,-123.513,2023-05-27 16:36:00,,Forests
Corvus corax,8010,Corvus corax,Chordata,iNat:164745184,48.944,-123.513,2023-05-28 17:05:00,,Forests
Catharus ustulatus,12878,Catharus ustulatus,Chordata,iNat:164745196,48.944,-123.513,2023-05-27 02:09:00,,Forests
Piranga ludoviciana,9919,Piranga ludoviciana,Chordata,iNat:164745203,48.944,-123.513,2023-05-28 18:25:00,,Forests
Zonotrichia leucophrys,9176,Zonotrichia leucophrys,Chordata,iNat:164745204,48.944,-123.513,2023-05-26 23:50:00,,Forests
Cardellina pusilla,145276,Cardellina pusilla,Chordata,iNat:164745205,48.944,-123.513,2023-05-27 11:57:00,,Forests
Progne subis,11867,Progne subis,Chordata,iNat:164747049,48.940168,-123.501122,2023-05-28 17:48:33,Kendall McLaughlin,Marine
Alucita montana,213109,Alucita montana,Arthropoda,iNat:164747052,48.9442,-123.5119,2023-05-28 04:29:00,Libby &amp; Rick Avis,Anthropogenic
Caripeta aequaliaria,216122,Caripeta aequaliaria,Arthropoda,iNat:164747054,48.9442,-123.5119,2023-05-28 05:41:00,Libby &amp; Rick Avis,Anthropogenic
Eupithecia rotundopuncta,416472,Eupithecia rotundopuncta,Arthropoda,iNat:164747056,48.9442,-123.5119,2023-05-28 05:23:00,Libby &amp; Rick Avis,Anthropogenic
Peridroma saucia,179339,Peridroma saucia,Arthropoda,iNat:164747057,48.9442,-123.5119,2023-05-28 05:20:00,Libby &amp; Rick Avis,Anthropogenic
Perizoma curvilinea,358468,Perizoma curvilinea,Arthropoda,iNat:164747058,48.9442,-123.5119,2023-05-28 05:35:00,Libby &amp; Rick Avis,Anthropogenic
Udea profundalis,335030,Udea profundalis,Arthropoda,iNat:164747061,48.9442,-123.5119,2023-05-28 04:49:00,Libby &amp; Rick Avis,Anthropogenic
Xanthorhoe defensaria,205881,Xanthorhoe defensaria,Arthropoda,iNat:164747062,48.9442,-123.5119,2023-05-28 05:07:00,Libby &amp; Rick Avis,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750260,48.938902,-123.492578,2023-05-28 03:54:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750261,48.938902,-123.492578,2023-05-28 03:59:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750262,48.938902,-123.492578,2023-05-28 04:06:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750265,48.938902,-123.492578,2023-05-26 18:28:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750266,48.938902,-123.492578,2023-05-27 14:18:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750267,48.938902,-123.492578,2023-05-27 14:37:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750269,48.938902,-123.492578,2023-05-27 22:08:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750270,48.938902,-123.492578,2023-05-27 23:06:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750271,48.938902,-123.492578,2023-05-28 00:28:00,,Anthropogenic
Selasphorus rufus,6363,Selasphorus rufus,Chordata,iNat:164750272,48.938902,-123.492578,2023-05-28 02:26:00,,Anthropogenic
Calypte anna,6317,Calypte anna,Chordata,iNat:164750640,48.938802,-123.492836,2023-05-27 01:54:00,,Forests
Calypte anna,6317,Calypte anna,Chordata,iNat:164750641,48.938802,-123.492836,2023-05-27 21:04:00,,Forests
Calypte anna,6317,Calypte anna,Chordata,iNat:164750642,48.938802,-123.492836,2023-05-28 00:52:00,,Forests
Philodromus dispar,227754,Philodromus dispar,Arthropoda,iNat:164769317,48.943317,-123.513878,2023-05-28 14:35:02,,Anthropogenic
Polygonia satyrus,56644,Polygonia satyrus,Arthropoda,iNat:164769335,48.945725,-123.516212,2023-05-27 21:41:52,,Forests
Philodromus dispar,227754,Philodromus dispar,Arthropoda,iNat:164769342,48.943487,-123.513563,2023-05-28 14:34:45,,Forests
Lophocampa argentata,84792,Lophocampa argentata,Arthropoda,iNat:164769410,48.945837,-123.516578,2023-05-27 21:22:01,,Forests
Bombus flavifrons,119308,Bombus flavifrons,Arthropoda,iNat:164836759,48.9447,-123.5136,2023-05-27 20:45:00,,Anthropogenic
Caripeta aequaliaria,216122,Caripeta aequaliaria,Arthropoda,iNat:164894147,48.9442,-123.5119,2023-05-28 05:37:00,Andrew Simon,Anthropogenic
Corallorhiza maculata maculata,80614,Corallorhiza maculata,Tracheophyta,iNat:164906968,48.949967,-123.513595,2023-05-31 20:27:14,KGW,Forests
Trifolium dubium,53313,Trifolium dubium,Tracheophyta,iNat:165063020,48.944222,-123.515312,2023-05-27 22:26:43,Zeke Gilmore,Anthropogenic
Berberis aquifolium,126887,Berberis aquifolium,Tracheophyta,iNat:165063062,48.942875,-123.512603,2023-05-27 22:17:58,Zeke Gilmore,Forests
Corallorhiza maculata maculata,80614,Corallorhiza maculata,Tracheophyta,iNat:165063213,48.942822,-123.512162,2023-05-27 22:14:46,Zeke Gilmore,Forests
Castilleja hispida,128204,Castilleja hispida,Tracheophyta,iNat:165063329,48.942588,-123.511878,2023-05-27 22:09:30,Zeke Gilmore,Forests
Anisocarpus madioides,53137,Anisocarpus madioides,Tracheophyta,iNat:165063367,48.943108,-123.510863,2023-05-27 22:05:00,Zeke Gilmore,Forests
Rubus parviflorus,51646,Rubus parviflorus,Tracheophyta,iNat:165063431,48.943572,-123.512245,2023-05-27 21:58:18,Zeke Gilmore,Forests
Berberis nervosa,75756,Berberis nervosa,Tracheophyta,iNat:165063446,48.944047,-123.513,2023-05-27 21:55:18,Zeke Gilmore,Forests
Gaultheria shallon,48441,Gaultheria shallon,Tracheophyta,iNat:165063480,48.944033,-123.513267,2023-05-27 21:54:41,Zeke Gilmore,Forests
Polystichum munitum,47751,Polystichum munitum,Tracheophyta,iNat:165063492,48.943878,-123.513353,2023-05-27 21:54:37,Zeke Gilmore,Forests
Pteridium aquilinum,52681,Pteridium aquilinum,Tracheophyta,iNat:165063507,48.944358,-123.514083,2023-05-27 21:53:34,Zeke Gilmore,Freshwater
Lysimachia latifolia,496537,Lysimachia latifolia,Tracheophyta,iNat:165063579,48.944295,-123.514105,2023-05-27 21:53:28,Zeke Gilmore,Freshwater
Ranunculus repens,48229,Ranunculus repens,Tracheophyta,iNat:165063830,48.945355,-123.516525,2023-05-27 21:46:47,Zeke Gilmore,Anthropogenic
Alnus rubra,56034,Alnus rubra,Tracheophyta,iNat:165063929,48.945992,-123.515992,2023-05-27 21:32:26,Zeke Gilmore,Forests
Sinodendron rugosum,321486,Sinodendron rugosum,Arthropoda,iNat:165063967,48.945738,-123.516403,2023-05-27 21:23:20,Zeke Gilmore,Forests
Cladonia squamosa,117963,Cladonia squamosa,Ascomycota,iNat:165064152,48.945358,-123.516647,2023-05-27 21:14:04,Zeke Gilmore,Anthropogenic
Scathophaga stercoraria,132718,Scathophaga stercoraria,Arthropoda,iNat:165064693,48.945222,-123.514612,2023-05-27 20:49:41,Zeke Gilmore,Anthropogenic
Mulsantina picta,225295,Mulsantina picta,Arthropoda,iNat:165064723,48.945112,-123.514375,2023-05-27 20:46:01,Zeke Gilmore,Anthropogenic
Psyllobora borealis,311633,Psyllobora borealis,Arthropoda,iNat:165064850,48.945033,-123.513017,2023-05-27 20:36:53,Zeke Gilmore,Anthropogenic
Psyllobora borealis,311633,Psyllobora borealis,Arthropoda,iNat:165064883,48.945028,-123.513038,2023-05-27 20:36:39,Zeke Gilmore,Anthropogenic
Marmara arbutiella,177160,Marmara arbutiella,Arthropoda,iNat:165065203,48.94482,-123.51255,2023-05-27 20:13:42,Zeke Gilmore,Forests
Arbutus menziesii,51046,Arbutus menziesii,Tracheophyta,iNat:165065215,48.944713,-123.512475,2023-05-27 20:13:38,Zeke Gilmore,Anthropogenic
Lonicera hispidula,53416,Lonicera hispidula,Tracheophyta,iNat:165073162,48.944337,-123.511887,2023-05-27 16:32:04,Zeke Gilmore,Anthropogenic
Branta canadensis,7089,Branta canadensis,Chordata,iNat:165232817,48.944366,-123.512078,2023-05-27,Zeke Gilmore,Anthropogenic
Molothrus ater,10373,Molothrus ater,Chordata,iNat:165232819,48.944947,-123.514083,2023-05-27,Zeke Gilmore,Anthropogenic
Molothrus ater,10373,Molothrus ater,Chordata,iNat:165232820,48.945155,-123.514989,2023-05-27,Zeke Gilmore,Anthropogenic
Melospiza melodia,9100,Melospiza melodia,Chordata,iNat:165232823,48.945038,-123.515903,2023-05-27,Zeke Gilmore,Anthropogenic
Thamnophis sirtalis,28362,Thamnophis sirtalis,Chordata,iNat:165232824,48.945051,-123.516096,2023-05-27,Zeke Gilmore,Anthropogenic
Malacosoma californica,359294,Malacosoma californica,Arthropoda,iNat:165232825,48.944856,-123.515845,2023-05-27,Zeke Gilmore,Forests
Malacosoma californica,359294,Malacosoma californica,Arthropoda,iNat:165232826,48.94587,-123.516755,2023-05-27,Zeke Gilmore,Forests
Sericomyia chalcopyga,68132,Sericomyia chalcopyga,Arthropoda,iNat:165232833,48.945722,-123.516915,2023-05-27,Zeke Gilmore,Forests
Sedum spathulifolium,58886,Sedum spathulifolium,Tracheophyta,iNat:165232834,48.942682,-123.511223,2023-05-27,Zeke Gilmore,Forests
Quercus garryana,68632,Quercus garryana,Tracheophyta,iNat:165232837,48.942807,-123.511755,2023-05-27,Zeke Gilmore,Forests
Bombus vancouverensis vancouverensis,1020322,Bombus vancouverensis vancouverensis,Arthropoda,iNat:165232839,48.942668,-123.51133,2023-05-27,Zeke Gilmore,Forests
Tamiasciurus hudsonicus,46260,Tamiasciurus hudsonicus,Chordata,iNat:165232841,48.943167,-123.513281,2023-05-27,Zeke Gilmore,Anthropogenic
Thamnophis elegans,28398,Thamnophis elegans,Chordata,iNat:165232842,48.943245,-123.513626,2023-05-27,Zeke Gilmore,Anthropogenic
Branta canadensis,7089,Branta canadensis,Chordata,iNat:165449225,48.948482,-123.502443,2023-05-26 23:34:00,Darren Kirby,Freshwater
Bombus melanopygus,130222,Bombus melanopygus,Arthropoda,iNat:165449227,48.948256,-123.502358,2023-05-26 23:35:00,Darren Kirby,Freshwater
Bombus vancouverensis vancouverensis,1020322,Bombus vancouverensis vancouverensis,Arthropoda,iNat:165450769,48.948521,-123.502437,2023-05-26 23:35:00,Darren Kirby,Freshwater
Malacosoma californica,359294,Malacosoma californica,Arthropoda,iNat:165450770,48.948531,-123.502552,2023-05-26 23:37:00,Darren Kirby,Freshwater
Cathartes aura,4756,Cathartes aura,Chordata,iNat:165450773,48.948346,-123.502182,2023-05-26 23:38:00,Darren Kirby,Freshwater
Malacosoma californica,359294,Malacosoma californica,Arthropoda,iNat:165450774,48.948482,-123.5023,2023-05-26 23:39:00,Darren Kirby,Freshwater
Lophodytes cucullatus,7109,Lophodytes cucullatus,Chordata,iNat:165450775,48.948449,-123.502406,2023-05-26 23:49:00,Darren Kirby,Freshwater
Melospiza melodia,9100,Melospiza melodia,Chordata,iNat:165450777,48.948496,-123.502496,2023-05-26 23:56:00,Darren Kirby,Freshwater
Sympetrum illotum,51555,Sympetrum illotum,Arthropoda,iNat:165450781,48.948545,-123.502431,2023-05-26 23:58:00,Darren Kirby,Freshwater
Hemigrapsus nudus,48342,Hemigrapsus nudus,Arthropoda,iNat:165614036,48.938653,-123.501008,2023-05-27 21:46:43,,Marine
Lophocampa argentata,84792,Lophocampa argentata,Arthropoda,iNat:165842234,48.9436,-123.5141,2023-05-27 18:01:00,Libby &amp; Rick Avis,Anthropogenic
Marmara arbutiella,177160,Marmara arbutiella,Arthropoda,iNat:165842236,48.943603,-123.513976,2023-05-27 17:48:00,Libby &amp; Rick Avis,Anthropogenic
Elasmostethus cruciatus,130508,Elasmostethus cruciatus,Arthropoda,iNat:165842237,48.9451,-123.5165,2023-05-27 18:16:00,Libby &amp; Rick Avis,Forests
Banasa dimidiata,363224,Banasa dimidiata,Arthropoda,iNat:165842240,48.943645,-123.514046,2023-05-27 17:30:00,Libby &amp; Rick Avis,Anthropogenic
Elasmucha lateralis,325588,Elasmucha lateralis,Arthropoda,iNat:165842242,48.945083,-123.516535,2023-05-27 18:13:00,Libby &amp; Rick Avis,Forests
